n,model,train_error,test_error
173,adaboost,0.17783333333333334,0.1895
173,bagged_trees,0.023166666666666665,0.206
173,random_forest,0.023208333333333334,0.19683333333333333
174,adaboost,0.17791666666666667,0.18966666666666668
174,bagged_trees,0.023166666666666665,0.20566666666666666
174,random_forest,0.023208333333333334,0.197
175,adaboost,0.17783333333333334,0.18966666666666668
175,bagged_trees,0.023166666666666665,0.20616666666666666
175,random_forest,0.023208333333333334,0.19766666666666666
176,adaboost,0.177875,0.18966666666666668
176,bagged_trees,0.023166666666666665,0.20566666666666666
176,random_forest,0.023208333333333334,0.19733333333333333
177,adaboost,0.17783333333333334,0.18966666666666668
177,bagged_trees,0.023166666666666665,0.206
177,random_forest,0.023208333333333334,0.19716666666666666
178,adaboost,0.177875,0.18966666666666668
178,bagged_trees,0.023166666666666665,0.206
178,random_forest,0.023208333333333334,0.19733333333333333
179,adaboost,0.17779166666666665,0.1895
179,bagged_trees,0.023166666666666665,0.2065
179,random_forest,0.023208333333333334,0.19716666666666666
180,adaboost,0.17779166666666665,0.18966666666666668
180,bagged_trees,0.023166666666666665,0.20583333333333334
180,random_forest,0.02325,0.197
181,adaboost,0.17783333333333334,0.1895
181,bagged_trees,0.023166666666666665,0.20583333333333334
181,random_forest,0.02325,0.197
182,adaboost,0.17779166666666665,0.18966666666666668
182,bagged_trees,0.023166666666666665,0.20616666666666666
182,random_forest,0.02325,0.19666666666666666
183,adaboost,0.17783333333333334,0.18966666666666668
183,bagged_trees,0.023166666666666665,0.20616666666666666
183,random_forest,0.02325,0.19716666666666666
184,adaboost,0.177875,0.18966666666666668
184,bagged_trees,0.023166666666666665,0.20583333333333334
184,random_forest,0.02325,0.197
185,adaboost,0.17779166666666665,0.18966666666666668
185,bagged_trees,0.023166666666666665,0.20566666666666666
185,random_forest,0.02325,0.197
186,adaboost,0.17775,0.18966666666666668
186,bagged_trees,0.023166666666666665,0.2055
186,random_forest,0.02325,0.1965
187,adaboost,0.17775,0.18966666666666668
187,bagged_trees,0.023166666666666665,0.206
187,random_forest,0.02325,0.19666666666666666
188,adaboost,0.17775,0.18966666666666668
188,bagged_trees,0.023166666666666665,0.20616666666666666
188,random_forest,0.02325,0.19666666666666666
189,adaboost,0.17779166666666665,0.18966666666666668
189,bagged_trees,0.023166666666666665,0.206
189,random_forest,0.02325,0.196
190,adaboost,0.17775,0.18966666666666668
190,bagged_trees,0.023166666666666665,0.20566666666666666
190,random_forest,0.02325,0.19583333333333333
191,adaboost,0.17770833333333333,0.18966666666666668
191,bagged_trees,0.023166666666666665,0.20566666666666666
191,random_forest,0.02325,0.19633333333333333
192,adaboost,0.17775,0.18966666666666668
192,bagged_trees,0.023166666666666665,0.20566666666666666
192,random_forest,0.02325,0.19616666666666666
193,adaboost,0.17779166666666665,0.18966666666666668
193,bagged_trees,0.023166666666666665,0.20583333333333334
193,random_forest,0.02325,0.19666666666666666
194,adaboost,0.17779166666666665,0.18966666666666668
194,bagged_trees,0.023166666666666665,0.20583333333333334
194,random_forest,0.02325,0.197
195,adaboost,0.17754166666666665,0.189
195,bagged_trees,0.023166666666666665,0.20533333333333334
195,random_forest,0.02325,0.1975
196,adaboost,0.17791666666666667,0.18916666666666668
196,bagged_trees,0.023166666666666665,0.20616666666666666
196,random_forest,0.02325,0.197
197,adaboost,0.17770833333333333,0.18933333333333333
197,bagged_trees,0.023166666666666665,0.2055
197,random_forest,0.02325,0.19733333333333333
198,adaboost,0.17791666666666667,0.18916666666666668
198,bagged_trees,0.023166666666666665,0.206
198,random_forest,0.02325,0.197
199,adaboost,0.17770833333333333,0.1895
199,bagged_trees,0.023166666666666665,0.20583333333333334
199,random_forest,0.02325,0.19783333333333333
200,adaboost,0.17770833333333333,0.18916666666666668
200,bagged_trees,0.023166666666666665,0.206
200,random_forest,0.02325,0.1975
201,adaboost,0.17766666666666667,0.18933333333333333
201,bagged_trees,0.023166666666666665,0.20516666666666666
201,random_forest,0.023208333333333334,0.19783333333333333
202,adaboost,0.17745833333333333,0.18933333333333333
202,bagged_trees,0.023166666666666665,0.20616666666666666
202,random_forest,0.023208333333333334,0.19733333333333333
203,adaboost,0.17783333333333334,0.18933333333333333
203,bagged_trees,0.023166666666666665,0.2055
203,random_forest,0.023208333333333334,0.19716666666666666
204,adaboost,0.17779166666666665,0.18916666666666668
204,bagged_trees,0.023166666666666665,0.206
204,random_forest,0.023208333333333334,0.19733333333333333
205,adaboost,0.17775,0.18883333333333333
205,bagged_trees,0.023166666666666665,0.205
205,random_forest,0.023208333333333334,0.19683333333333333
206,adaboost,0.17783333333333334,0.18916666666666668
206,bagged_trees,0.023166666666666665,0.20483333333333334
206,random_forest,0.023208333333333334,0.197
207,adaboost,0.17775,0.18883333333333333
207,bagged_trees,0.023166666666666665,0.205
207,random_forest,0.023208333333333334,0.19666666666666666
208,adaboost,0.17783333333333334,0.18916666666666668
208,bagged_trees,0.023166666666666665,0.20516666666666666
208,random_forest,0.023208333333333334,0.19716666666666666
209,adaboost,0.17808333333333334,0.18866666666666668
209,bagged_trees,0.023166666666666665,0.20566666666666666
209,random_forest,0.023208333333333334,0.19683333333333333
210,adaboost,0.17795833333333333,0.189
210,bagged_trees,0.023166666666666665,0.20583333333333334
210,random_forest,0.023208333333333334,0.19716666666666666
211,adaboost,0.17783333333333334,0.18883333333333333
211,bagged_trees,0.023166666666666665,0.20583333333333334
211,random_forest,0.023208333333333334,0.19716666666666666
212,adaboost,0.17820833333333333,0.18916666666666668
212,bagged_trees,0.023166666666666665,0.206
212,random_forest,0.023208333333333334,0.19633333333333333
213,adaboost,0.178,0.18916666666666668
213,bagged_trees,0.023166666666666665,0.20583333333333334
213,random_forest,0.023208333333333334,0.1975
214,adaboost,0.178125,0.18916666666666668
214,bagged_trees,0.023166666666666665,0.20583333333333334
214,random_forest,0.023208333333333334,0.197
215,adaboost,0.177375,0.1885
215,bagged_trees,0.023166666666666665,0.20583333333333334
215,random_forest,0.023208333333333334,0.19683333333333333
216,adaboost,0.17783333333333334,0.18866666666666668
216,bagged_trees,0.023166666666666665,0.20566666666666666
216,random_forest,0.023208333333333334,0.19683333333333333
217,adaboost,0.17758333333333334,0.18833333333333332
217,bagged_trees,0.023166666666666665,0.20566666666666666
217,random_forest,0.023208333333333334,0.197
218,adaboost,0.17795833333333333,0.18933333333333333
218,bagged_trees,0.023166666666666665,0.20516666666666666
218,random_forest,0.023208333333333334,0.19616666666666666
219,adaboost,0.177625,0.1885
219,bagged_trees,0.023166666666666665,0.20566666666666666
219,random_forest,0.023208333333333334,0.197
220,adaboost,0.17791666666666667,0.18916666666666668
220,bagged_trees,0.023166666666666665,0.2055
220,random_forest,0.023208333333333334,0.19666666666666666
221,adaboost,0.17808333333333334,0.18883333333333333
221,bagged_trees,0.023166666666666665,0.20583333333333334
221,random_forest,0.023208333333333334,0.19733333333333333
222,adaboost,0.17816666666666667,0.18866666666666668
222,bagged_trees,0.023166666666666665,0.2055
222,random_forest,0.023208333333333334,0.197
223,adaboost,0.17804166666666665,0.18883333333333333
223,bagged_trees,0.023166666666666665,0.2055
223,random_forest,0.023208333333333334,0.1975
224,adaboost,0.178125,0.18866666666666668
224,bagged_trees,0.023166666666666665,0.20533333333333334
224,random_forest,0.023208333333333334,0.197
225,adaboost,0.17816666666666667,0.18866666666666668
225,bagged_trees,0.023166666666666665,0.20533333333333334
225,random_forest,0.023208333333333334,0.19733333333333333
226,adaboost,0.178125,0.18866666666666668
226,bagged_trees,0.023166666666666665,0.20533333333333334
226,random_forest,0.023208333333333334,0.197
227,adaboost,0.17804166666666665,0.18883333333333333
227,bagged_trees,0.023166666666666665,0.20533333333333334
227,random_forest,0.023208333333333334,0.1975
228,adaboost,0.17816666666666667,0.18866666666666668
228,bagged_trees,0.023166666666666665,0.205
228,random_forest,0.023208333333333334,0.19716666666666666
229,adaboost,0.17804166666666665,0.18883333333333333
229,bagged_trees,0.023166666666666665,0.2055
229,random_forest,0.023166666666666665,0.19716666666666666
230,adaboost,0.178125,0.18866666666666668
230,bagged_trees,0.023166666666666665,0.20533333333333334
230,random_forest,0.023166666666666665,0.19766666666666666
231,adaboost,0.178125,0.189
231,bagged_trees,0.023166666666666665,0.20516666666666666
231,random_forest,0.023166666666666665,0.19733333333333333
232,adaboost,0.17808333333333334,0.189
232,bagged_trees,0.023166666666666665,0.20516666666666666
232,random_forest,0.023166666666666665,0.19716666666666666
233,adaboost,0.17816666666666667,0.189
233,bagged_trees,0.023166666666666665,0.20516666666666666
233,random_forest,0.023166666666666665,0.19733333333333333
234,adaboost,0.17808333333333334,0.189
234,bagged_trees,0.023166666666666665,0.20516666666666666
234,random_forest,0.023166666666666665,0.1975
235,adaboost,0.178,0.189
235,bagged_trees,0.023166666666666665,0.20566666666666666
235,random_forest,0.023166666666666665,0.1975
236,adaboost,0.17820833333333333,0.18883333333333333
236,bagged_trees,0.023166666666666665,0.20516666666666666
236,random_forest,0.023208333333333334,0.1975
237,adaboost,0.17816666666666667,0.189
237,bagged_trees,0.023166666666666665,0.20566666666666666
237,random_forest,0.023208333333333334,0.19783333333333333
238,adaboost,0.178125,0.189
238,bagged_trees,0.023166666666666665,0.2055
238,random_forest,0.023208333333333334,0.19783333333333333
239,adaboost,0.17820833333333333,0.18883333333333333
239,bagged_trees,0.023166666666666665,0.2055
239,random_forest,0.023208333333333334,0.1975
240,adaboost,0.178,0.189
240,bagged_trees,0.023166666666666665,0.206
240,random_forest,0.023208333333333334,0.197
241,adaboost,0.17804166666666665,0.18883333333333333
241,bagged_trees,0.023166666666666665,0.20583333333333334
241,random_forest,0.023208333333333334,0.19733333333333333
242,adaboost,0.178,0.189
242,bagged_trees,0.023166666666666665,0.2055
242,random_forest,0.023208333333333334,0.19716666666666666
243,adaboost,0.17808333333333334,0.18883333333333333
243,bagged_trees,0.023166666666666665,0.2055
243,random_forest,0.023208333333333334,0.19733333333333333
244,adaboost,0.17816666666666667,0.18883333333333333
244,bagged_trees,0.023166666666666665,0.20566666666666666
244,random_forest,0.023208333333333334,0.1975
245,adaboost,0.17804166666666665,0.18866666666666668
245,bagged_trees,0.023166666666666665,0.20566666666666666
245,random_forest,0.023208333333333334,0.19766666666666666
246,adaboost,0.178125,0.1885
246,bagged_trees,0.023166666666666665,0.20533333333333334
246,random_forest,0.023208333333333334,0.19766666666666666
247,adaboost,0.17816666666666667,0.1885
247,bagged_trees,0.023166666666666665,0.20533333333333334
247,random_forest,0.023208333333333334,0.19783333333333333
248,adaboost,0.178125,0.1885
248,bagged_trees,0.023166666666666665,0.20566666666666666
248,random_forest,0.023208333333333334,0.198
249,adaboost,0.17816666666666667,0.1885
249,bagged_trees,0.023166666666666665,0.2055
249,random_forest,0.023208333333333334,0.19816666666666666
250,adaboost,0.178125,0.1885
250,bagged_trees,0.023166666666666665,0.20516666666666666
250,random_forest,0.023208333333333334,0.198
251,adaboost,0.17816666666666667,0.1885
251,bagged_trees,0.023166666666666665,0.205
251,random_forest,0.023208333333333334,0.19833333333333333
252,adaboost,0.178125,0.1885
252,bagged_trees,0.023166666666666665,0.20516666666666666
252,random_forest,0.023208333333333334,0.198
253,adaboost,0.17816666666666667,0.1885
253,bagged_trees,0.023166666666666665,0.20533333333333334
253,random_forest,0.023208333333333334,0.19783333333333333
254,adaboost,0.178125,0.1885
254,bagged_trees,0.023166666666666665,0.20516666666666666
254,random_forest,0.023208333333333334,0.1975
255,adaboost,0.178125,0.1885
255,bagged_trees,0.023166666666666665,0.20516666666666666
255,random_forest,0.023208333333333334,0.19766666666666666
256,adaboost,0.17816666666666667,0.1885
256,bagged_trees,0.023166666666666665,0.20533333333333334
256,random_forest,0.023208333333333334,0.19716666666666666
257,adaboost,0.17808333333333334,0.1885
257,bagged_trees,0.023166666666666665,0.20566666666666666
257,random_forest,0.023208333333333334,0.1975
258,adaboost,0.17816666666666667,0.1885
258,bagged_trees,0.023166666666666665,0.205
258,random_forest,0.023208333333333334,0.19733333333333333
259,adaboost,0.17808333333333334,0.1885
259,bagged_trees,0.023166666666666665,0.20533333333333334
259,random_forest,0.023208333333333334,0.19733333333333333
260,adaboost,0.17829166666666665,0.18866666666666668
260,bagged_trees,0.023166666666666665,0.2055
260,random_forest,0.023208333333333334,0.19716666666666666
261,adaboost,0.17795833333333333,0.1885
261,bagged_trees,0.023166666666666665,0.20566666666666666
261,random_forest,0.023208333333333334,0.19716666666666666
262,adaboost,0.17829166666666665,0.18866666666666668
262,bagged_trees,0.023166666666666665,0.20466666666666666
262,random_forest,0.023208333333333334,0.1975
263,adaboost,0.17791666666666667,0.18883333333333333
263,bagged_trees,0.023166666666666665,0.20566666666666666
263,random_forest,0.023208333333333334,0.1975
264,adaboost,0.17791666666666667,0.18866666666666668
264,bagged_trees,0.023166666666666665,0.20466666666666666
264,random_forest,0.023208333333333334,0.19733333333333333
265,adaboost,0.17795833333333333,0.18883333333333333
265,bagged_trees,0.023166666666666665,0.20466666666666666
265,random_forest,0.023208333333333334,0.1975
266,adaboost,0.17791666666666667,0.18866666666666668
266,bagged_trees,0.023166666666666665,0.20466666666666666
266,random_forest,0.023208333333333334,0.19733333333333333
267,adaboost,0.17804166666666665,0.18866666666666668
267,bagged_trees,0.023166666666666665,0.205
267,random_forest,0.023208333333333334,0.19733333333333333
268,adaboost,0.17820833333333333,0.18866666666666668
268,bagged_trees,0.023166666666666665,0.2045
268,random_forest,0.023208333333333334,0.1975
269,adaboost,0.178,0.18883333333333333
269,bagged_trees,0.023166666666666665,0.20533333333333334
269,random_forest,0.023208333333333334,0.19766666666666666
270,adaboost,0.17795833333333333,0.1885
270,bagged_trees,0.023166666666666665,0.20483333333333334
270,random_forest,0.023208333333333334,0.1975
271,adaboost,0.178,0.18883333333333333
271,bagged_trees,0.023166666666666665,0.205
271,random_forest,0.023208333333333334,0.198
272,adaboost,0.17820833333333333,0.18866666666666668
272,bagged_trees,0.023166666666666665,0.20466666666666666
272,random_forest,0.023208333333333334,0.19716666666666666
273,adaboost,0.17808333333333334,0.18866666666666668
273,bagged_trees,0.023166666666666665,0.20483333333333334
273,random_forest,0.023208333333333334,0.1975
274,adaboost,0.178125,0.18883333333333333
274,bagged_trees,0.023166666666666665,0.2045
274,random_forest,0.023208333333333334,0.19716666666666666
275,adaboost,0.17779166666666665,0.18866666666666668
275,bagged_trees,0.023166666666666665,0.2045
275,random_forest,0.023208333333333334,0.19766666666666666
276,adaboost,0.17779166666666665,0.1885
276,bagged_trees,0.023166666666666665,0.20483333333333334
276,random_forest,0.023208333333333334,0.197
277,adaboost,0.17816666666666667,0.1885
277,bagged_trees,0.023166666666666665,0.20416666666666666
277,random_forest,0.023208333333333334,0.19733333333333333
278,adaboost,0.178,0.18866666666666668
278,bagged_trees,0.023166666666666665,0.204
278,random_forest,0.023208333333333334,0.19683333333333333
279,adaboost,0.178125,0.1885
279,bagged_trees,0.023166666666666665,0.204
279,random_forest,0.023208333333333334,0.197
280,adaboost,0.17825,0.1885
280,bagged_trees,0.023166666666666665,0.2035
280,random_forest,0.023208333333333334,0.19666666666666666
281,adaboost,0.17804166666666665,0.1885
281,bagged_trees,0.023166666666666665,0.20383333333333334
281,random_forest,0.023208333333333334,0.19683333333333333
282,adaboost,0.178,0.1885
282,bagged_trees,0.023166666666666665,0.20333333333333334
282,random_forest,0.023208333333333334,0.19666666666666666
283,adaboost,0.17791666666666667,0.1885
283,bagged_trees,0.023166666666666665,0.2035
283,random_forest,0.023208333333333334,0.19666666666666666
284,adaboost,0.17795833333333333,0.1885
284,bagged_trees,0.023166666666666665,0.20366666666666666
284,random_forest,0.023208333333333334,0.19683333333333333
285,adaboost,0.17783333333333334,0.18883333333333333
285,bagged_trees,0.023166666666666665,0.20333333333333334
285,random_forest,0.023208333333333334,0.19683333333333333
286,adaboost,0.178,0.18866666666666668
286,bagged_trees,0.023166666666666665,0.20383333333333334
286,random_forest,0.023208333333333334,0.19683333333333333
287,adaboost,0.178,0.18883333333333333
287,bagged_trees,0.023166666666666665,0.20383333333333334
287,random_forest,0.023208333333333334,0.19683333333333333
288,adaboost,0.17795833333333333,0.18883333333333333
288,bagged_trees,0.023166666666666665,0.20383333333333334
288,random_forest,0.023208333333333334,0.19716666666666666
289,adaboost,0.17804166666666665,0.18866666666666668
289,bagged_trees,0.023166666666666665,0.20383333333333334
289,random_forest,0.023208333333333334,0.197
290,adaboost,0.17804166666666665,0.1885
290,bagged_trees,0.023166666666666665,0.204
290,random_forest,0.023208333333333334,0.19666666666666666
291,adaboost,0.17804166666666665,0.1885
291,bagged_trees,0.023166666666666665,0.20366666666666666
291,random_forest,0.023208333333333334,0.19716666666666666
292,adaboost,0.178,0.1885
292,bagged_trees,0.023166666666666665,0.20366666666666666
292,random_forest,0.023208333333333334,0.197
293,adaboost,0.17808333333333334,0.18866666666666668
293,bagged_trees,0.023166666666666665,0.20366666666666666
293,random_forest,0.023208333333333334,0.19666666666666666
294,adaboost,0.178,0.1885
294,bagged_trees,0.023166666666666665,0.20366666666666666
294,random_forest,0.023208333333333334,0.1965
295,adaboost,0.17804166666666665,0.18866666666666668
295,bagged_trees,0.023166666666666665,0.20316666666666666
295,random_forest,0.023208333333333334,0.19666666666666666
296,adaboost,0.178,0.1885
296,bagged_trees,0.023166666666666665,0.20383333333333334
296,random_forest,0.023208333333333334,0.19633333333333333
297,adaboost,0.178,0.18866666666666668
297,bagged_trees,0.023166666666666665,0.20383333333333334
297,random_forest,0.023208333333333334,0.19666666666666666
298,adaboost,0.17804166666666665,0.1885
298,bagged_trees,0.023166666666666665,0.204
298,random_forest,0.023208333333333334,0.19683333333333333
299,adaboost,0.17795833333333333,0.18866666666666668
299,bagged_trees,0.023166666666666665,0.20383333333333334
299,random_forest,0.023208333333333334,0.19683333333333333
300,adaboost,0.178125,0.189
300,bagged_trees,0.023166666666666665,0.20383333333333334
300,random_forest,0.023208333333333334,0.19666666666666666
301,adaboost,0.17795833333333333,0.18883333333333333
301,bagged_trees,0.023166666666666665,0.204
301,random_forest,0.023208333333333334,0.19683333333333333
302,adaboost,0.17804166666666665,0.18883333333333333
302,bagged_trees,0.023166666666666665,0.20383333333333334
302,random_forest,0.023208333333333334,0.1965
303,adaboost,0.17791666666666667,0.189
303,bagged_trees,0.023166666666666665,0.20383333333333334
303,random_forest,0.023208333333333334,0.19666666666666666
304,adaboost,0.177875,0.18983333333333333
304,bagged_trees,0.023166666666666665,0.20383333333333334
304,random_forest,0.023208333333333334,0.19616666666666666
305,adaboost,0.17791666666666667,0.18983333333333333
305,bagged_trees,0.023166666666666665,0.2035
305,random_forest,0.023166666666666665,0.1965
306,adaboost,0.17804166666666665,0.18966666666666668
306,bagged_trees,0.023166666666666665,0.20333333333333334
306,random_forest,0.023208333333333334,0.19633333333333333
307,adaboost,0.17816666666666667,0.18966666666666668
307,bagged_trees,0.023166666666666665,0.20366666666666666
307,random_forest,0.023208333333333334,0.19716666666666666
308,adaboost,0.17795833333333333,0.1895
308,bagged_trees,0.023166666666666665,0.2035
308,random_forest,0.023208333333333334,0.19633333333333333
309,adaboost,0.178125,0.18983333333333333
309,bagged_trees,0.023166666666666665,0.2035
309,random_forest,0.023208333333333334,0.19683333333333333
310,adaboost,0.17795833333333333,0.18983333333333333
310,bagged_trees,0.023166666666666665,0.20383333333333334
310,random_forest,0.023208333333333334,0.19666666666666666
311,adaboost,0.17808333333333334,0.1895
311,bagged_trees,0.023166666666666665,0.20333333333333334
311,random_forest,0.023208333333333334,0.19666666666666666
312,adaboost,0.178,0.18966666666666668
312,bagged_trees,0.023166666666666665,0.20366666666666666
312,random_forest,0.023208333333333334,0.19666666666666666
313,adaboost,0.17808333333333334,0.18966666666666668
313,bagged_trees,0.023166666666666665,0.20383333333333334
313,random_forest,0.023166666666666665,0.19683333333333333
314,adaboost,0.178,0.18966666666666668
314,bagged_trees,0.023166666666666665,0.204
314,random_forest,0.023166666666666665,0.19666666666666666
315,adaboost,0.17808333333333334,0.18966666666666668
315,bagged_trees,0.023166666666666665,0.204
315,random_forest,0.023166666666666665,0.19666666666666666
316,adaboost,0.178,0.18966666666666668
316,bagged_trees,0.023166666666666665,0.20416666666666666
316,random_forest,0.023166666666666665,0.1965
317,adaboost,0.17808333333333334,0.1895
317,bagged_trees,0.023166666666666665,0.2045
317,random_forest,0.023166666666666665,0.197
318,adaboost,0.17804166666666665,0.18966666666666668
318,bagged_trees,0.023166666666666665,0.20433333333333334
318,random_forest,0.023166666666666665,0.19683333333333333
319,adaboost,0.178,0.18966666666666668
319,bagged_trees,0.023166666666666665,0.2045
319,random_forest,0.023166666666666665,0.19683333333333333
320,adaboost,0.17804166666666665,0.18966666666666668
320,bagged_trees,0.023166666666666665,0.20466666666666666
320,random_forest,0.023166666666666665,0.19683333333333333
321,adaboost,0.17804166666666665,0.18966666666666668
321,bagged_trees,0.023166666666666665,0.2045
321,random_forest,0.023166666666666665,0.19716666666666666
322,adaboost,0.17804166666666665,0.1895
322,bagged_trees,0.023166666666666665,0.20466666666666666
322,random_forest,0.023166666666666665,0.19683333333333333
323,adaboost,0.17808333333333334,0.18966666666666668
323,bagged_trees,0.023166666666666665,0.20466666666666666
323,random_forest,0.023166666666666665,0.1965
324,adaboost,0.17808333333333334,0.18966666666666668
324,bagged_trees,0.023166666666666665,0.20433333333333334
324,random_forest,0.023166666666666665,0.197
325,adaboost,0.17804166666666665,0.18966666666666668
325,bagged_trees,0.023166666666666665,0.20483333333333334
325,random_forest,0.023166666666666665,0.197
326,adaboost,0.17808333333333334,0.1895
326,bagged_trees,0.023166666666666665,0.20383333333333334
326,random_forest,0.023166666666666665,0.19716666666666666
327,adaboost,0.17795833333333333,0.1895
327,bagged_trees,0.023166666666666665,0.204
327,random_forest,0.023166666666666665,0.197
328,adaboost,0.17808333333333334,0.1895
328,bagged_trees,0.023166666666666665,0.20383333333333334
328,random_forest,0.023166666666666665,0.19683333333333333
329,adaboost,0.17791666666666667,0.1895
329,bagged_trees,0.023166666666666665,0.204
329,random_forest,0.023166666666666665,0.19716666666666666
330,adaboost,0.17804166666666665,0.18966666666666668
330,bagged_trees,0.023166666666666665,0.20366666666666666
330,random_forest,0.023166666666666665,0.19633333333333333
331,adaboost,0.17791666666666667,0.1895
331,bagged_trees,0.023166666666666665,0.20383333333333334
331,random_forest,0.023166666666666665,0.1965
332,adaboost,0.17808333333333334,0.1895
332,bagged_trees,0.023166666666666665,0.20383333333333334
332,random_forest,0.023166666666666665,0.19683333333333333
333,adaboost,0.17791666666666667,0.1895
333,bagged_trees,0.023166666666666665,0.204
333,random_forest,0.023166666666666665,0.19683333333333333
334,adaboost,0.17808333333333334,0.1895
334,bagged_trees,0.023166666666666665,0.20366666666666666
334,random_forest,0.023166666666666665,0.19716666666666666
335,adaboost,0.17808333333333334,0.18933333333333333
335,bagged_trees,0.023166666666666665,0.20416666666666666
335,random_forest,0.023166666666666665,0.19616666666666666
336,adaboost,0.178125,0.1895
336,bagged_trees,0.023166666666666665,0.204
336,random_forest,0.023166666666666665,0.1965
